part,image_index,species,variant,concept_index,concept,mechanically_valid,eligible,exclusion_reason,target_pixels_native_11,target_pixels_native_01,target_pixels_native_10,target_pixels_native_00,scientific_target_pixels_identical,changed_pixels_11_01,changed_pixels_10_00,changed_pixels_01_00_other_named_parts,composite_11_vs_native_11_changed_pixels,composite_10_vs_native_10_changed_pixels,composite_11_vs_native_11_rgb_mae,composite_10_vs_native_10_rgb_mae,native_z11,native_z10,composite_minus_native_z11,composite_minus_native_z10,annotation_sha256,z11,render_sha256_11,z01,render_sha256_01,z10,render_sha256_10,z00,render_sha256_00,part_response_with_context,part_response_without_context,context_evidence_with_part,context_evidence_without_part,interaction
wing,31,3,5,25,wing_5,True,True,,882,0,882,0,True,882,882,667,253,253,0.0835774764418602,0.0835774764418602,4.785619735717773,6.331020355224609,-0.07912635803222656,0.1276836395263672,f0d69eb5571a5de9,4.706493377685547,5970277be0f00ed2b940d0e36d5f24d70d5b797df2fde89a62abbcd1b2c2ece9,-4.533231735229492,b808e59df87c2a2850f1a519aa043673183357616f9013d65f361b338fe996cb,6.458703994750977,663d15a3a01ece1cbc4c9ded4bf52d5dcc3df3df8fe74bfd2fbc54d0b5e3ff54,-4.0980424880981445,e431840754c42b649eb4066db8782b2506441a59cad9dda2e8d1b897afcd9b32,9.239725112915039,10.556746482849121,-1.7522106170654297,-0.43518924713134766,-1.317021369934082
wing,162,16,0,20,wing_0,True,True,,1040,0,1040,0,True,989,989,742,246,248,0.1025899276137352,0.1031239852309227,8.441606521606445,9.109855651855469,-0.8571066856384277,-0.9631462097167969,6673773b6a29c197,7.584499835968018,fb5446804eeb9eca561649f4263d8f619bf20e97de2c38eee9c83cdaed4a5ee5,-0.7769371271133423,f60de92b56c619a15655d6958adf834cef71be90cf358ab90060184cc57750a1,8.146709442138672,c5a1049c15f88befe44456dff1d8563cf3e2cfa3e8c773cc39e86c1d89f0175e,-5.012068748474121,b18f56d4f81838c62b941552627e59b619e06260075f7dc802e730f39edb2690,8.36143696308136,13.158778190612793,-0.5622096061706543,4.235131621360779,-4.797341227531433
wing,22,2,1,21,wing_1,True,True,,299,0,321,0,True,299,299,815,195,233,0.0860849991440773,0.1278635710477829,3.9620392322540283,10.052721977233887,0.07838273048400879,-1.0146923065185547,cc21f153e32417c1,4.040421962738037,bf3d795ef6218869e5990c16cd841a3fec0b7783ed0f4128a44d02f4f420307c,-1.8085417747497559,d75cf77e5e77e2fdf40aee6d64773438d521682fea71aa7e6003a4e74ae20136,9.038029670715332,04c987891be93a4a8f2bb723744084ab919a9fb84a82951376b2d7c131ab620c,-5.142543315887451,21c2ec037371fcf3bfafa2f9077500ab9b1625c71bbbc2ee19d9d8d1e8ef535b,5.848963737487793,14.180572986602783,-4.997607707977295,3.3340015411376953,-8.33160924911499
wing,12,1,2,22,wing_2,True,True,,404,0,404,0,True,404,404,769,149,152,0.0866750106215477,0.086517333984375,3.783600330352783,8.315064430236816,-0.3211033344268799,0.040963172912597656,5d36ad2e8344dbee,3.4624969959259033,cca90152e875df4b100c6dfda98d8159b1d2d5b4c65c4bfa8eb0a94acd854fe7,-0.5581492781639099,764e37b8356f3261d61ec589e1db6a7b779d61412181ab15ddc3ae247e0c3d92,8.356027603149414,fc933fe54dfbed9f18f8062943674880955fe7272337efd4fbee3a520fe6cbc8,-3.834760904312134,8eaf4af640e1668e4de78380799383d694034f73d24405639bf578447bebfc37,4.020646274089813,12.190788507461548,-4.893530607223511,3.276611626148224,-8.170142233371735
wing,52,5,3,23,wing_3,True,True,,1994,0,1994,0,True,1994,1994,1712,375,375,0.1754150390625,0.1754150390625,5.41986083984375,6.0982890129089355,-0.4407505989074707,-0.5971760749816895,a9561d1133aefd30,4.979110240936279,f36c2c7f16a6b5b33d4484dae032cab98e76c178f3930f951735acb2fe66c944,-2.287165880203247,896565ee4ab67c4ec646225b6a2da62261e524a10740089ed2ff5eaee9048d05,5.501112937927246,5582bda875af9d55ac8ed3860d76543092deb5a005f75229a82eecc4301bb592,-5.932814121246338,015c9603308de33e6c23c36cb79c11e2dab0795fa2b1444d7b8e5ded73f01135,7.266276121139526,11.433927059173584,-0.5220026969909668,3.645648241043091,-4.167650938034058
wing,2,0,4,24,wing_4,True,True,,971,0,971,0,True,971,971,3053,296,299,0.1470438688993454,0.1470743864774704,5.991186141967773,6.057450771331787,0.17806577682495117,0.20794248580932617,c2db4d07b5b9297a,6.169251918792725,022e6d3cf6e425f40ef961824001227568ed8295532340f69177cc1b51ba42e2,-0.688166081905365,e5ec2c3be85165babe7fe4615ff74c1193ac08493a84a682327f6af3e15542b4,6.265393257141113,6316a24c01505c250edef8e58761bd8a446c59e112facdca6ab19bef0e65f6b4,-3.9847025871276855,d13bab77edc6d1a8fab7f907d1ca4e91b8d60faf10c5f57a8276aabf46757765,6.85741800069809,10.250095844268799,-0.09614133834838867,3.2965365052223206,-3.3926778435707092
wing,32,3,5,25,wing_5,True,True,,151,0,151,0,True,150,151,581,124,128,0.0664876326918602,0.0697123184800148,5.325048446655273,9.293320655822754,-0.2429037094116211,0.29424285888671875,dba43050eaca2642,5.082144737243652,5282655359ac1b294d1d2eb1203e01b91c58c49566b0105e63bce49c56da996d,-1.8867151737213135,3a502eb9e3290282822efc817d8ae7e28e2c7ec7e7df7463398c344916c95c20,9.587563514709473,639052561382f9112b2391a1dc502f68f3236d60d563cdddde593dcc61f98393,-4.80936336517334,f1aad9f6e6926842bdaa72992efa3186c7293bc8d64ca24373882d1114a399de,6.968859910964966,14.396926879882812,-4.50541877746582,2.9226481914520264,-7.428066968917847
wing,163,16,0,20,wing_0,True,True,,742,0,742,0,True,742,742,563,215,216,0.0947113037109375,0.094818115234375,5.070918083190918,6.7094645500183105,0.6466422080993652,0.6974606513977051,f5af2eef45d8a809,5.717560291290283,f5083cfb7c0be4decb0d89dc8e36f2de6e69163e87980475844e66d033e7e3a7,-3.3961644172668457,5d0d69b2597c9bbd14cf971f6154b01d9d613fa0d051ba6e48c802d8017ca58b,7.406925201416016,65e2ebcaff8b56a13e9c2f19e2483cc31196586a55ad481571ffe9eeff6aa87a,-5.778465747833252,69b69a6467bda6824be4d5e415c679f54cb1fa35a434baa5cd88ca69cba9cca2,9.113724708557129,13.185390949249268,-1.6893649101257324,2.3823013305664062,-4.071666240692139
wing,23,2,1,21,wing_1,True,True,,165,0,165,0,True,165,165,1665,206,206,0.1248321533203125,0.1248321533203125,2.9259982109069824,5.329908847808838,0.0409398078918457,0.2607440948486328,de6bc6170c73ef5a,2.966938018798828,a3f9683171cac42508d0e8343686a4bd267a2fa4cbd14e4ff73b4ad62bcecf60,-1.446214199066162,05395a1701dba0e56410679bbb6fc3966439870d608fb5c96aa13535aee5a405,5.590652942657471,c7e30fac3acc70179b50d3ad7369a24ca6ffdc8339ff3ffa482a7531823defc9,-5.1746907234191895,d130113074fa658c37bdee41a8292de456adcb1c94beef95a048c903561fccab,4.41315221786499,10.76534366607666,-2.6237149238586426,3.7284765243530273,-6.35219144821167
wing,13,1,2,22,wing_2,True,True,,813,0,813,0,True,813,813,647,217,217,0.0817464217543602,0.0817464217543602,4.003279209136963,6.655781269073486,-0.4384036064147949,-0.4259614944458008,7cf755a4b09b9c08,3.564875602722168,b2e51ccea474dd168e780cc5ea9665c142d23dca117ecf98316b73a56a8c97fd,-1.5641628503799438,21608caeaebab155e3e429fc9d0a6c3472a2dd5bec9ff6ea539c9b34fbc31f60,6.2298197746276855,4e60bff4cb2b878b016c8d69d1be6898831298dd3ab735ae9cd9cac1b6cc06e3,-3.2657253742218018,b26388a38d0241bdaea15c6f0eb99f9a03287393b7cc1bbc45ea80518c3f2b26,5.129038453102112,9.495545148849487,-2.6649441719055176,1.701562523841858,-4.3665066957473755
wing,53,5,3,23,wing_3,True,True,,1554,0,1554,0,True,1554,1554,2459,411,411,0.19482421875,0.19482421875,5.255250930786133,3.459561347961426,-0.3269820213317871,-0.2888343334197998,8ec292382cb91bff,4.928268909454346,41c042d368bb8aee2ccc20625b72c65a9a428e67b985e30e1477a6517733470a,-3.4154200553894043,fc0be3173a40f996d141eb7629cb95c2fc26627f62b95b08a4673b2b3c4155ae,3.170727014541626,24ce0981e2abad3d38809a2dd0077d71dadb5df76b7023ff7d91bd6202cbffb1,-5.670684814453125,c9b35b4153cb0be2c026b036a3aa8adb7fe3e2f8edd35085332ccb71d86b42df,8.34368896484375,8.841411828994751,1.7575418949127197,2.2552647590637207,-0.497722864151001
wing,3,0,4,24,wing_4,True,True,,689,0,689,0,True,689,689,1493,303,303,0.1213175430893898,0.1213175430893898,2.9847285747528076,5.794218063354492,-0.4604637622833252,-0.6108899116516113,714a3c484a2e6a5a,2.5242648124694824,4076401806321d45f62557f7a578719ccf4d68ac978d419c47867f60bd2a6062,-1.3658738136291504,e30424cff7d827de150d4ea2dc5eb3ae597209f975c3a56835cc62235822e098,5.183328151702881,c6cb8d100269e961e5504af07d41566dd5721c092cf7062ee32a882739b282d7,-4.7277092933654785,cfe7b05cced20d64120b2393cbec4945e699c40a98fb894001d1be845bbe5501,3.890138626098633,9.91103744506836,-2.6590633392333984,3.361835479736328,-6.020898818969727
wing,33,3,5,25,wing_5,True,True,,1374,0,1398,0,True,1374,1374,825,357,396,0.13226318359375,0.1673227995634079,5.554069519042969,8.01267147064209,-0.061148643493652344,-0.8428716659545898,17acc22c713a8003,5.492920875549316,aecc50c1d897a371262248ae82bc875278b3f369b2034b84cf876f423e061e41,-1.0207765102386475,3d9a7f16bac8dfedb0196dfbcd1658fcbacf1ca73302d2e2463c370855fe1eae,7.1697998046875,5cb268ed441c6350ffe43b0f571b81b190436ed9e023330a4b169d4357cb0cee,-3.082502603530884,11aee0620a63ea600835c67c83702eb0890bff5fa61b2ddb72b2b67fe8e851e9,6.513697385787964,10.252302408218384,-1.6768789291381836,2.0617260932922363,-3.73860502243042
wing,164,16,0,20,wing_0,True,True,,1901,0,1901,0,True,1901,1901,1981,329,329,0.1467539519071579,0.1467539519071579,8.237011909484863,6.801259517669678,-0.3056187629699707,-0.2792778015136719,f53432384bb3ca77,7.931393146514893,f41ed2dabfe9b8168240eb8fe268b2d30bb017e9f1c531bacf17a765feec308b,-2.987196445465088,620c92056655843f7cf2228414a74580a511fd49a891323abc2fff5d6f99099a,6.521981716156006,6d802bb1e53b26761f0f3edc3c939158eb262b32f4da200094dc496e52be7974,-5.232854843139648,cf17323585b1e1fc2b25a9908e7d11a6ed2fbecc6698212f3a5640e0c555c855,10.91858959197998,11.754836559295654,1.4094114303588867,2.2456583976745605,-0.8362469673156738
